recommendation_id,user_id,property_id,recommendation_score,recommendation_reason,model_version,generated_at,is_active
c0e0c3fb-077d-4527-b290-7766f5384e26,772bcce0-ce3c-4556-a6c3-dae856ecd851,a16228e2-387a-4cb9-a635-d19e351eacb9,0.79,Located in your preferred city of Seattle. Within your budget range. Meets your minimum bedroom requirement (2 beds).,xome-rec-v1.0,2026-04-27 14:53:50.421621,True
fc46b2a8-94c9-4cf5-afca-c228dd802c0a,ba352bc0-e2bf-46be-9337-21a0e25b7e13,55499d6e-394e-42f1-b07b-f79aadaf4402,0.814,Located in your preferred city of New York. Within your budget range. Meets your minimum bedroom requirement (4 beds). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-05-02 21:53:50.421621,True
519a34c8-0246-4226-a8d6-147008148f1c,134f1c09-c859-43c0-8954-1b2eb3ba6d53,dab7af6f-3097-44b1-acef-5728e07336f2,0.499,Located in your preferred city of Seattle. Meets your minimum bedroom requirement (4 beds). Excellent school rating (7.5/10).,xome-rec-v1.0,2026-04-21 21:53:50.421621,True
3b0d7e7d-db8c-4c07-820b-e47f487af81e,5ca7e000-f962-4803-8df1-eea7c5c0febb,60f00a59-7f5b-418b-968d-4fcfc138d383,0.615,Within your budget range. Matches your preferred property type (Single Family). Meets your minimum bedroom requirement (4 beds). Excellent school rating (8.3/10).,xome-rec-v1.0,2026-05-02 16:53:50.421621,True
12cc2369-f0d3-4e17-8e3a-482eb33b4702,8b11a1c2-6ab4-4681-a448-718c0e972bdc,5df8e2ca-3d91-4ca4-89f2-3bf163fd84e0,0.86,Located in your preferred city of Nashville. Within your budget range. Matches your preferred property type (Townhouse). Excellent school rating (9.2/10).,xome-rec-v1.0,2026-04-27 15:53:50.421621,True
51e7fc95-c5be-496b-8f42-a142e2bdf0aa,997af41c-6f71-411f-b082-fdc97e9a694e,263f9f69-e091-4d19-b2a9-3fb9b992c06a,0.551,Within your budget range. Matches your preferred property type (Condo).,xome-rec-v1.0,2026-05-01 02:53:50.421621,True
7a2c7bc9-7eca-420d-a260-2db1fa9c057b,d96cadc3-8d5d-4ab8-ac1a-61b462fec64d,8dffb15e-6ae9-498d-b1cd-dab2fcf1d422,0.825,Located in your preferred city of Portland. Matches your preferred property type (Townhouse). Meets your minimum bedroom requirement (4 beds). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-20 12:53:50.421621,True
9e33d119-959e-49b2-8a04-260879da77f0,6d27b30f-e879-435a-9b29-439e8750e678,397c3f83-f956-4f00-b97c-199fb1ad36fe,0.141,Meets your minimum bedroom requirement (4 beds). Excellent school rating (8.6/10). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-29 17:53:50.421621,True
97706a8b-6451-49c4-82b4-9a192a4bf381,df90cfcb-fc6c-4248-8b6f-b24e8d089d6d,2ba799c0-1475-489b-b198-0137ada76ef4,0.32,Within your budget range.,xome-rec-v1.0,2026-04-28 00:53:50.421621,True
c4c10b6b-f01f-415c-8772-7e01d37aa636,402daf7f-a025-4829-92d2-29ff0e4a9e81,a981d71e-95e0-4748-bf76-910a4a3ed5c2,0.996,Located in your preferred city of Nashville. Within your budget range. Matches your preferred property type (Townhouse). Meets your minimum bedroom requirement (4 beds).,xome-rec-v1.0,2026-05-03 22:53:50.421621,True
bde32249-4a20-45b5-a8ba-3ae99fc0d523,f4a34f32-03c2-4190-abcf-7fde55aa5859,dd9040ef-c081-404c-befd-e5cc181831d5,0.397,Located in your preferred city of Denver. Excellent school rating (8.0/10).,xome-rec-v1.0,2026-04-27 14:53:50.421621,True
e04d0fbc-4c5c-4607-830f-c60cfc231ca8,116f9bce-3f19-4b8b-a29b-d19e7b24b051,efaff320-a01a-44c2-9adb-a2b8c96e99e1,0.371,Within your budget range.,xome-rec-v1.0,2026-04-20 18:53:50.421621,True
63a9d73d-7c09-4c98-940a-7f2ecbc6dcf4,21600d46-232b-49c3-b690-ab2db828f1b5,9b76d204-b536-4e4c-9632-961c72d389f7,0.234,Meets your minimum bedroom requirement (5 beds). Excellent school rating (7.3/10). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-21 19:53:50.421621,True
f106e4cb-4bc0-44b5-bca7-1adb9591fc67,4160091e-2706-446d-9f93-3fb4fe2e2245,19d6e25f-9a46-483a-931f-c59b0eb82685,0.284,Meets your minimum bedroom requirement (3 beds).,xome-rec-v1.0,2026-04-30 04:53:50.421621,True
2e5cdb31-d5db-4a4a-9f38-82d021841d0d,ed5f234b-6114-4d4b-918c-4142d3bbbbd6,70827012-26a4-4b43-a694-cfd68e7bb974,0.973,Located in your preferred city of Austin. Within your budget range. Matches your preferred property type (Condo). Meets your minimum bedroom requirement (2 beds).,xome-rec-v1.0,2026-04-21 22:53:50.421621,True
fee20418-a80c-4d31-bd00-b79f8acacc44,63317488-9870-4d4f-b164-e537bab0c251,3a23127b-4241-48db-b548-d99c62e420d5,0.133,Strong overall match based on your preferences.,xome-rec-v1.0,2026-04-27 10:53:50.421621,True
232c9f06-7cdc-464d-be09-b380c9e3132c,71afc40c-7816-469f-851d-79692567400d,a41c2375-81e6-4c95-8937-303223a3bc6e,0.404,Within your budget range. Meets your minimum bedroom requirement (3 beds).,xome-rec-v1.0,2026-04-28 22:53:50.421621,True
48db1c2e-7f1e-4c69-89f6-2fc2bac4f3c1,6e8ebd54-f467-42fd-ab76-7aba78266626,0bc5249b-e8af-40b2-9520-f73f26d7d800,0.09,Excellent school rating (7.7/10).,xome-rec-v1.0,2026-04-20 22:53:50.421621,True
ccb85a5b-51f3-4cd9-a05f-c6d6c876b8ed,9c356923-22a6-4252-a6d0-10c69029bf67,e052f74c-1b06-47ba-96b4-2e8a27e4c2c0,1.0,Located in your preferred city of Miami. Within your budget range. Matches your preferred property type (Single Family). Meets your minimum bedroom requirement (5 beds).,xome-rec-v1.0,2026-04-23 03:53:50.421621,True
455c3ba9-9b27-454e-97f1-3d9ae560346b,984ecb84-dbf8-444e-bfe7-0ffc1fdcfd78,19d6e25f-9a46-483a-931f-c59b0eb82685,0.489,Matches your preferred property type (Single Family). Meets your minimum bedroom requirement (3 beds).,xome-rec-v1.0,2026-04-30 04:53:50.421621,True
b6c6206c-4542-4e5b-bada-bd8f52b3859f,3803a4bc-14e1-46dd-a038-879cb7b7c3cf,11a90206-22e0-4519-bbb4-6ea15cea0886,0.167,Meets your minimum bedroom requirement (3 beds). Excellent school rating (9.4/10).,xome-rec-v1.0,2026-04-25 12:53:50.421621,True
8ae9afe4-13b3-40a3-8a27-02c55c0b0ca0,37f96a3e-8353-4a49-a2df-5182a72d230b,298171ab-253c-41d0-a90d-c802889e81dc,0.645,Located in your preferred city of Austin. Within your budget range. Excellent school rating (8.3/10).,xome-rec-v1.0,2026-04-28 13:53:50.421621,True
2fa97534-260e-4f00-a286-eb8fac430a56,752f3429-1b49-40ea-affd-753004040248,acce142d-a6af-4521-add5-d3dc6e9a8ab7,0.659,Within your budget range. Matches your preferred property type (Townhouse). Meets your minimum bedroom requirement (2 beds).,xome-rec-v1.0,2026-04-26 18:53:50.421621,True
d32a81b8-11fa-4589-bbf1-d698545042bb,ba09a183-5b77-41fc-98d3-3acfa564f9de,e052f74c-1b06-47ba-96b4-2e8a27e4c2c0,0.623,Within your budget range. Matches your preferred property type (Single Family). Meets your minimum bedroom requirement (5 beds).,xome-rec-v1.0,2026-05-01 14:53:50.421621,True
493f3443-dd04-44c1-90c2-ef67f5db97fe,010a46b3-ae94-411c-9970-09d6eda27bab,630dae61-2d15-4eaf-a7bf-0dfd3b6ad053,0.549,Located in your preferred city of Nashville.,xome-rec-v1.0,2026-04-22 18:53:50.421621,True
d8374ac6-2776-47ea-923b-dd0472d28978,369c694c-3721-46ae-8cab-c1d4b894535b,89fb3b24-476c-4b60-bd0f-03e657623f3d,0.47,Located in your preferred city of Portland. Excellent school rating (7.2/10).,xome-rec-v1.0,2026-04-24 06:53:50.421621,True
02f783cd-6e75-498b-825f-505b16ecb268,ba9c9bdd-df60-439d-9a71-ba054a8c2283,63665040-6b2e-4873-af97-e7181fd20bb9,0.809,Located in your preferred city of Chicago. Within your budget range. Matches your preferred property type (Condo). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-05-05 04:53:50.421621,True
4b87ce4f-20de-488a-b649-2b37f36fb70b,7ebfa138-3556-49e8-a6e5-6ac1941c830b,ea227349-75d5-4843-a8ec-76eba9e07b0c,0.456,Located in your preferred city of Boston.,xome-rec-v1.0,2026-04-25 22:53:50.421621,True
5dd62698-e704-4ec1-9859-20d9901b74ca,763abab1-3823-46ea-9ae7-ec9d9227e2f3,c3c3c1bb-9189-442b-abfb-9a787f0411ac,0.718,Located in your preferred city of Miami. Matches your preferred property type (Condo). Excellent school rating (9.8/10).,xome-rec-v1.0,2026-04-22 11:53:50.421621,True
14061baf-4f45-4768-896a-feff39fa9ef9,d76c095c-0738-4b4b-8196-9c992698ca22,f6727004-6834-4a42-992b-94e9e2e68093,0.111,Strong overall match based on your preferences.,xome-rec-v1.0,2026-05-01 02:53:50.421621,True
b6cd520f-c2a7-4cda-92f9-ba8b87fbb898,90d3586d-6dbd-4636-ab60-beb0ae349e7f,a5cd8d93-7222-4b31-8723-ad273ce0b65e,0.281,Matches your preferred property type (Condo). Excellent school rating (8.7/10).,xome-rec-v1.0,2026-04-28 05:53:50.421621,True
a184c874-d0fb-4580-b028-dbf4eaddb9bc,466dedf6-0067-4797-a499-8349e560f980,3f922477-e27c-4cb7-8929-341ee1238345,0.293,Meets your minimum bedroom requirement (3 beds). Excellent school rating (9.0/10).,xome-rec-v1.0,2026-04-29 05:53:50.421621,True
145ede9d-c181-4ffb-90d1-db176f7e2632,9889666f-b2e1-4591-a814-470b4d304efa,850399d7-234d-43f9-904a-df1e9177daab,0.439,Within your budget range. Meets your minimum bedroom requirement (1 beds).,xome-rec-v1.0,2026-05-05 03:53:50.421621,True
c7f3a058-d768-4f3f-b359-923c42ef0ea7,417c38cb-5c66-4bc2-920f-95e6ff5d7d5a,78d1f535-207b-49f7-b896-4887a3dbaa27,0.278,Meets your minimum bedroom requirement (4 beds). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-05-04 16:53:50.421621,True
386e72d8-e225-45de-9af9-5c5434bc588d,b6ba28f4-118d-423b-8978-785f06da3bd8,080414df-d3b7-4e5b-b2a9-b284185e9fa9,0.861,Located in your preferred city of Boston. Within your budget range. Matches your preferred property type (Townhouse). Excellent school rating (9.1/10).,xome-rec-v1.0,2026-04-30 12:53:50.421621,True
aefb517c-148a-46a3-9b8f-ee530d782e57,2794ecde-323d-498b-af78-b731207cb699,72492f20-f295-499d-a315-43d4722ca0c5,0.333,Located in your preferred city of New York.,xome-rec-v1.0,2026-04-23 11:53:50.421621,True
6211c725-04cd-4c7b-9021-4d18840d9806,40a5a032-ebda-4686-b74b-9f1fa9167e07,596d6e20-34b5-475c-8cc3-31d374963cb3,0.133,Strong overall match based on your preferences.,xome-rec-v1.0,2026-04-27 01:53:50.421621,True
fe4ddcdb-e75f-4095-9833-81ee1ebd3211,8b99250b-3106-4f6e-a222-cfff188c5da8,98b60592-ab42-478b-83f9-421f0ffd90b5,0.803,Located in your preferred city of Seattle. Within your budget range. Meets your minimum bedroom requirement (3 beds).,xome-rec-v1.0,2026-04-21 12:53:50.421621,True
b36830e5-5773-4475-996f-3598816fb994,8b11a1c2-6ab4-4681-a448-718c0e972bdc,1e8c88f3-8979-498e-bce0-abc05dd0e121,0.403,Located in your preferred city of Nashville. Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-25 00:53:50.421621,True
48281606-b40b-49fc-969a-94d1b68d8e71,b2cb7fa1-79d7-46a5-9c35-053e82bf708b,1fb23579-adf8-4874-b963-25fa79eb57c2,0.627,Located in your preferred city of Portland. Meets your minimum bedroom requirement (1 beds). Excellent school rating (9.9/10). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-05-02 11:53:50.421621,True
ef2de5b1-c662-4af3-b227-f5dc4ec961b1,1c87cd20-628d-418a-837a-629a7db0a694,4f61e4c7-7a90-43b9-a5a6-bd14f620efd7,0.684,Located in your preferred city of San Francisco. Matches your preferred property type (Multi-Family). Meets your minimum bedroom requirement (5 beds).,xome-rec-v1.0,2026-04-21 14:53:50.421621,True
9110981e-0ade-45d8-aab3-71475c2cfcc2,186c9f91-3ebf-4322-a164-5238e4c34d6b,31a2a975-24b0-4d36-a852-907ade0f6330,0.761,Located in your preferred city of Chicago. Within your budget range. Meets your minimum bedroom requirement (4 beds).,xome-rec-v1.0,2026-04-26 02:53:50.421621,True
1d66bfb4-ba2e-4999-aafc-5f2799b6fdab,2e4f56d3-700e-4f29-ab93-419471286c8b,e4fc26ff-6fb6-4b91-9378-d479e1a4fa9a,0.415,Matches your preferred property type (Townhouse). Meets your minimum bedroom requirement (4 beds). Excellent school rating (8.5/10).,xome-rec-v1.0,2026-04-23 11:53:50.421621,True
af3ed8a6-196f-49ed-8fbf-c2a18510fa44,e7f67577-a0f1-4e11-b791-8a4dd58a654f,0434f8ad-e945-49f6-baeb-54facbc9cf1e,0.693,Located in your preferred city of Portland. Meets your minimum bedroom requirement (4 beds).,xome-rec-v1.0,2026-04-24 22:53:50.421621,True
fa113cbf-d34b-40f0-b58c-458059f24eb0,e88e56b0-8447-4416-b999-1885e0ff3371,e594f56c-1c92-4241-bc82-51642aab48cf,0.724,Located in your preferred city of Seattle. Within your budget range.,xome-rec-v1.0,2026-04-28 01:53:50.421621,True
330b7fa4-e164-4b80-b158-1b0b56aef6ba,1726694b-af94-4f6d-883d-93bab7313c50,0705a27c-e15c-4dc7-8868-28cb4d60cdbe,0.778,Located in your preferred city of Boston. Within your budget range. Meets your minimum bedroom requirement (5 beds). Excellent school rating (9.7/10).,xome-rec-v1.0,2026-05-02 19:53:50.421621,True
06e99159-ccfe-49be-b5e5-3097428aa663,1a79fdf4-1e19-45bf-b8cd-e289662e6e77,0b13ce22-81e2-4dba-a9d1-ac283e12bbd8,0.427,Within your budget range. Meets your minimum bedroom requirement (5 beds). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-23 18:53:50.421621,True
87e00477-c8f3-402b-baa7-d9bee53dc35b,c1afed4c-8a5b-46ba-b3e8-93ffb6ba2a0a,1bcd3650-420e-489b-a5b2-fb4de95c4407,0.514,Located in your preferred city of Portland. Meets your minimum bedroom requirement (1 beds).,xome-rec-v1.0,2026-04-22 01:53:50.421621,True
08fe2b4e-d677-4464-896f-5be3cb21c7ec,fd2383fc-63db-4a66-9a49-ea2467128278,390db12c-dd5d-42d3-9cd1-2eccd099f970,0.816,Located in your preferred city of Boston. Within your budget range. Matches your preferred property type (Townhouse). Excellent school rating (7.6/10).,xome-rec-v1.0,2026-04-27 14:53:50.421621,True
0224d2ff-cc4f-413e-8abc-fc17fa7dffc7,5f49dc5f-68f3-4f75-b95a-060dfa0c8e7c,4a9af16c-0c2c-4279-88ec-0f72cc1f2a59,0.635,Located in your preferred city of Boston. Within your budget range. Excellent school rating (8.5/10).,xome-rec-v1.0,2026-05-01 08:53:50.421621,True
5498134a-528e-4797-a421-0a8e06125c55,852530b4-009d-4f8a-a555-bb9cfd2f09ee,d176af54-4fcf-4955-b6d1-0c6c62ade9ed,0.781,Located in your preferred city of Denver. Within your budget range. Meets your minimum bedroom requirement (1 beds).,xome-rec-v1.0,2026-05-02 20:53:50.421621,True
a1077040-5a51-45da-a46e-21bd386974b6,d44f1d21-2433-4248-a71f-3d0091fccbb4,b6ddb4ee-50af-4b4e-93a5-1699e6c4af20,0.607,Located in your preferred city of Austin. Within your budget range. Excellent school rating (8.6/10).,xome-rec-v1.0,2026-04-26 14:53:50.421621,True
b8b4d6e3-6bd6-49b1-ab47-e2543103a9a6,a9985739-845c-4937-a543-0793d574ca60,9ce5c444-e4b0-4f08-bd57-4e82abbc4a83,0.83,Located in your preferred city of Nashville. Within your budget range. Matches your preferred property type (Single Family).,xome-rec-v1.0,2026-05-04 22:53:50.421621,True
b7121d05-bd5c-4109-9114-e82bc2768356,f92667ca-8954-4afa-ab00-9b4fb02d7c47,7f833c6e-b4a4-4ae0-b06f-9b01fb17287f,0.058,Excellent school rating (8.3/10).,xome-rec-v1.0,2026-04-30 15:53:50.421621,True
3d43f910-a5f1-48fb-a16d-bbcca08736cb,ed5f234b-6114-4d4b-918c-4142d3bbbbd6,02a4461a-3fac-4d06-86db-ecbf2f8e9e10,0.767,Located in your preferred city of Austin. Within your budget range. Meets your minimum bedroom requirement (4 beds).,xome-rec-v1.0,2026-04-26 13:53:50.421621,True
300e9d66-5938-445f-8ca9-8b6c9b658b85,5b27fe7a-808e-4bba-b966-28c0be930884,1ab79f7f-bb6c-44d4-b460-0046ff23b4e3,0.079,Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-29 15:53:50.421621,True
e3b19c28-8f52-44d6-8e33-a1bdf2002387,8325d20b-d04c-4585-8202-ce628afd20fa,fddc7699-40af-4375-acaa-38ee45fb5a82,0.477,Within your budget range. Matches your preferred property type (Multi-Family). Excellent school rating (9.0/10).,xome-rec-v1.0,2026-04-22 10:53:50.421621,True
5d404d1d-e2b2-43b6-9f6a-ec289536ccb3,418d846d-3960-4ea0-b67b-4e5dd37d0d53,ad7c25de-6fbe-453a-9700-3582e32168bc,0.023,Strong overall match based on your preferences.,xome-rec-v1.0,2026-05-05 03:53:50.421621,True
c0917ef3-3729-4b8b-ad53-fa357df89f94,c1217292-bab5-4cc6-8562-239cb1b20351,b0e61654-c140-447c-8a7f-33229a8a2ecf,0.727,Located in your preferred city of Boston. Within your budget range. Excellent school rating (7.2/10).,xome-rec-v1.0,2026-05-01 15:53:50.421621,True
fff17cdf-0f4f-439e-958e-12915fe4b77f,a83d6612-0286-4017-bb66-b8f2681ca62a,76f00767-9027-4fd9-aaff-83e28b0e9522,0.415,Within your budget range. Meets your minimum bedroom requirement (3 beds).,xome-rec-v1.0,2026-05-05 05:53:50.421621,True
c5870c47-982f-464a-aaab-350484681855,c2a6cfa5-ead6-4bb6-8baa-3ca5176e5563,d4a8c1e6-ea0b-4ca7-b35b-0c1213d4798f,0.61,Within your budget range. Matches your preferred property type (Condo). Meets your minimum bedroom requirement (2 beds).,xome-rec-v1.0,2026-04-27 14:53:50.421621,True
9cace54c-358c-4760-b189-31ff71728788,afeb1748-752a-44cd-bf8a-c4f5ef3bc434,49289465-b700-414e-8af0-bf639f1c4fae,0.167,Meets your minimum bedroom requirement (2 beds). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-05-02 03:53:50.421621,True
f254ba57-a4b0-4b1a-b10a-49b86a68c947,f1f9e9df-8d78-4b9e-967c-ccc2f352d601,e24e937c-9525-468d-bd42-59cbd891e265,0.35,Within your budget range. Excellent school rating (9.9/10).,xome-rec-v1.0,2026-05-03 18:53:50.421621,True
49fef3cc-8724-4f6b-a872-693e27b0155f,5ca7e000-f962-4803-8df1-eea7c5c0febb,d14faed6-e180-4ef7-b1af-e6911d945ab0,0.775,Located in your preferred city of Miami. Within your budget range. Meets your minimum bedroom requirement (2 beds). Excellent school rating (8.3/10).,xome-rec-v1.0,2026-04-22 19:53:50.421621,True
c4be5546-7846-4698-9648-7ce6ffba8889,1b3d263c-b463-420e-bb14-836b7e6add70,4775ae1f-96b8-4ac4-ac43-b4a314da2046,0.131,Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-27 05:53:50.421621,True
39ccc020-8d92-4e73-8370-11a338daaaf5,88144104-0a59-46a7-8fe8-31101fcc8a2e,835a867d-78b7-4e0a-887e-2897b8904388,0.492,Within your budget range. Meets your minimum bedroom requirement (3 beds). Excellent school rating (9.7/10).,xome-rec-v1.0,2026-04-30 14:53:50.421621,True
1d143aab-b97a-4872-848f-985da565efdf,4e640277-9228-4f5c-ab77-15df607d83c3,202a50b9-539d-4574-aae7-21457ede6d69,0.377,Matches your preferred property type (Multi-Family). Meets your minimum bedroom requirement (2 beds). Excellent school rating (8.3/10). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-22 17:53:50.421621,True
a94b2048-5296-44a4-b931-c05292c66cda,5df483cc-8a87-4dd7-b325-8f79f34aa4b1,3bc3546f-9e9c-4713-a81e-59e34ec8bf7b,0.666,Located in your preferred city of Chicago. Meets your minimum bedroom requirement (4 beds). Excellent school rating (8.1/10).,xome-rec-v1.0,2026-04-22 01:53:50.421621,True
c3d1b4fc-07c0-405c-94cc-07e74125c156,1ab19123-6489-4a1c-9481-4fe62e7ac527,1e49fc50-7c54-4df6-b79f-649bd3adf719,1.0,Located in your preferred city of Denver. Within your budget range. Matches your preferred property type (Single Family). Meets your minimum bedroom requirement (3 beds). Excellent school rating (7.9/10). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-20 22:53:50.421621,True
f4bc766b-6936-4243-b9cb-e600dd96470d,dec863a1-40db-4bf4-bd94-9ab427ae6f46,fddc7699-40af-4375-acaa-38ee45fb5a82,0.634,Located in your preferred city of New York. Meets your minimum bedroom requirement (1 beds). Excellent school rating (9.0/10).,xome-rec-v1.0,2026-04-29 06:53:50.421621,True
717e4119-9213-47c6-b2cd-c0f7997190fd,9efe11cb-00ff-461c-94d7-c60411d16736,a41adc08-3460-4c17-a228-65b762625c02,0.627,Located in your preferred city of Portland. Meets your minimum bedroom requirement (1 beds).,xome-rec-v1.0,2026-05-01 21:53:50.421621,True
21e0de92-eb9d-4b37-94f3-997c09c00a2d,0a04aefd-b5a3-4f9d-9ed9-43f5986b0665,97149281-10e8-47d9-a827-03e90dd1b35e,0.818,Located in your preferred city of Austin. Matches your preferred property type (Townhouse). Meets your minimum bedroom requirement (3 beds). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-24 02:53:50.421621,True
305f17b3-ad54-4b3c-bc6b-a5ddc70f17e0,9cf7b4ea-f07d-4f28-8d02-11673311d09c,c2415d36-4bbe-45bc-be4b-ae7351181ee1,1.0,Located in your preferred city of Nashville. Within your budget range. Matches your preferred property type (Townhouse). Meets your minimum bedroom requirement (4 beds). Excellent school rating (8.3/10). Auction opportunity with potential below-market pricing.,xome-rec-v1.0,2026-04-20 18:53:50.421621,True
