activity_id,user_id,property_id,activity_type,activity_timestamp,session_duration_seconds,search_query,device_type,referral_source
15310b47-2d4e-41a1-a6ed-36f85dd09cfa,2edff385-54c5-46e1-829c-350e8eb05277,eee14bb1-7e1d-4cad-bec3-fd45157d3943,view,2026-03-21 09:43:47.177146,153,,mobile,email
4d6430c5-ecb2-4c02-a847-cd9ed49c020d,fdd07ea2-bd8a-46f8-aec8-997cb6b01bbe,ba6d77e7-3ff2-4b6f-aee3-f8d78d38e6ef,search,2026-04-15 21:53:47.177146,548,new listings in RiNo,mobile,social
9495fcbf-e3ac-48ef-8e88-c6b074828936,ab3a0420-59ff-41a0-81f8-734432cd9965,6e796c46-828c-44f3-8420-d16a1b78c57b,view,2026-05-04 22:48:47.177146,49,,tablet,social
dd007302-ff1c-4aa5-8448-29267b6577dc,984ecb84-dbf8-444e-bfe7-0ffc1fdcfd78,e46913f8-ab45-439a-802c-05f0862362b4,view,2026-03-19 03:08:47.177146,128,,mobile,social
ab8b2d6b-f0fd-489d-8656-28f7a99ea835,44cb458a-6e61-4ce2-897c-a89e1a0a5f16,d6a56588-cb43-4f25-a295-77a7ece5e1e4,bid,2026-03-26 00:33:47.177146,463,,mobile,email
e2c75d12-34fc-4fc3-9901-4aabbbcd12b9,fa93e8e1-2a29-459a-bf05-b729c79bbdd8,98387d7d-12a0-405d-83c9-bdd6d8010547,view,2026-05-04 17:35:47.177146,130,,tablet,social
8b7ca025-6a37-40ef-941f-826d49cc08d4,f6a8612b-cf79-444c-a180-d942c43fec8a,25c26fe3-f9a0-48cb-897b-14c767d19a7f,search,2026-03-06 14:38:47.177146,84,homes under 400k in Miami,mobile,social
a570593c-856b-4b2c-a788-5ef49ceffc88,a6228cb9-43a4-49c1-929b-d12922069c49,ad9f13ab-2727-4c23-a751-18457b497d27,view,2026-03-28 04:14:47.177146,350,,mobile,organic
75876ab2-1ef5-4a1a-b85b-225bde89006e,90d3586d-6dbd-4636-ab60-beb0ae349e7f,01601b7a-856e-4c88-b4d7-12ab62f6f185,save,2026-02-22 17:02:47.177146,475,,desktop,email
74c4b5a8-ad83-42ef-a932-52583101365f,f3a2c564-747a-4199-89ec-0a879a3a064f,23e1ded2-37ab-4aa0-99df-b94b97b8034f,search,2026-02-28 09:18:47.177146,362,condo near good schools,desktop,organic
3bcde145-fa37-4c63-a7d9-eafb0acf41ea,f0f1e5c7-76aa-4293-ab0d-eca1a819afd8,c88b9b49-9d53-467e-b9c9-aa3c3bd2b99f,search,2026-02-20 03:11:47.177146,266,auction properties in Austin,mobile,paid_ad
505cf497-3c3c-4b31-a2d4-043d996965c6,27ecd775-c71a-4c46-b751-43b2bf6640fa,fe40bf4d-d3ab-4a9e-9a40-649bb0c801c4,view,2026-02-23 20:31:47.177146,514,,desktop,social
1f5e29aa-151b-4457-ba7d-b58ae8c20b26,fc0877c5-b188-412a-8ccf-6a9703ed984c,c8b13663-c2c1-4d95-ad23-2481fcec818b,bid,2026-03-31 01:17:47.177146,10,,desktop,paid_ad
6260e2c9-aff0-4a64-9882-94fb527f22a5,13fe3b1c-8ee2-46b5-a63c-c31f090386f9,110a5567-87e4-4111-88db-17dd54ab50e5,view,2026-03-21 02:20:47.177146,566,,desktop,organic
208b82a5-c148-4c1a-bd0f-1b83c7df74e2,789677fa-5a10-4ddb-a47a-1a757ae8b188,c94f566a-2dbc-4d00-a4b1-cf986466954b,view,2026-03-23 17:24:47.177146,256,,mobile,paid_ad
c2e7c47a-e68f-4728-9b47-33ff22d8f481,4d483110-d090-4f08-9a1f-a377ad91306f,d746ed5f-4c5c-457b-a01a-946a60a0a3e1,view,2026-04-24 18:33:47.177146,157,,desktop,paid_ad
a878d531-873e-4096-81d9-72cb0dcb1b7e,d8dcfd09-8455-45ba-9c05-e652f496e9ec,7d333549-8460-4700-a773-c8cf23cb9bac,search,2026-02-23 04:34:47.177146,30,homes under 400k in Seattle,tablet,social
2ee2e7bd-8130-49de-b43d-d629c9824d78,bab45ffd-364f-443f-8090-e902db06ae92,f0072739-655b-41d2-a3de-8b63df0c99c6,search,2026-02-16 01:13:47.177146,480,pet-friendly townhouse in Chicago,desktop,email
ff1972a2-d10a-427e-94ea-5be35d0f5526,fc03c3fa-efbc-4769-af58-274b54a5d1ea,210ca057-3bc6-439b-8e43-8682d41e64f4,view,2026-02-25 21:10:47.177146,198,,mobile,email
764f691d-3aaa-4af8-939f-f63ac9148da9,3803a4bc-14e1-46dd-a038-879cb7b7c3cf,092a927e-9fdc-41f4-b357-1390e56ed28f,view,2026-03-01 06:04:47.177146,42,,desktop,organic
e4b0a433-2225-4708-b596-2dca9ad5f7d9,0e1e6b57-fd83-43c7-b644-21ccba56e2e0,5d6bc187-b20f-4244-8a3f-7d391a8bfb25,view,2026-03-23 20:38:47.177146,417,,tablet,organic
f0b648f0-10e5-443f-8485-2ab361f6653e,6495da9b-f8cb-4420-af29-eedff71c7a39,fe40bf4d-d3ab-4a9e-9a40-649bb0c801c4,save,2026-03-29 11:54:47.177146,39,,desktop,email
bd8780ea-8bc6-4d6a-814c-c9166253be6d,c1afed4c-8a5b-46ba-b3e8-93ffb6ba2a0a,835a867d-78b7-4e0a-887e-2897b8904388,view,2026-05-04 01:36:47.177146,178,,desktop,paid_ad
9fda3083-1800-44ba-a806-f7eed9de4c5f,980a074e-94d4-4c2d-9a45-66c9a44b7aad,dec7b9c3-6c13-4f53-917a-76a7385dd368,view,2026-04-06 09:44:47.177146,356,,tablet,social
bb3eae24-729e-4342-b69a-ed45a6b12289,0b66511a-7f85-4e05-a9f8-e3b3190dd4a9,b2efb064-694c-4523-8e97-de5826f08931,view,2026-03-24 10:19:47.177146,152,,tablet,paid_ad
e726999f-8b6c-49ad-b6de-b91317967636,290c709a-7076-44fe-80da-7e73385597f5,69666c67-4390-4cca-84ee-0328877aed34,view,2026-02-16 17:28:47.177146,198,,tablet,organic
c90867cc-5072-4bc2-a8bb-0c5919ea02f8,1232bf7b-9d8e-44ac-9bd1-a52df4a6385a,e328d183-7f37-4043-8cad-2c1ce16083f1,view,2026-04-14 11:45:47.177146,144,,mobile,social
0d331a6e-3bd8-460d-b317-836f4907f017,1a79fdf4-1e19-45bf-b8cd-e289662e6e77,b8b4e75e-924a-4b66-a81f-3425de9e53c4,bid,2026-04-13 03:31:47.177146,256,,tablet,email
cd086213-d948-47b4-9b7c-d95c56ebfa5f,04f56e3a-682b-4aad-84f5-e61bf23bc52a,de023a50-d90d-430f-9462-095dfc88a1ef,view,2026-03-06 06:28:47.177146,236,,mobile,social
f836234b-8321-41cd-be00-0cb7773b3670,6e3312b9-9fd5-4e79-8cd5-5ac932c60208,df1493d7-a634-4108-82ea-db38d85d29aa,view,2026-04-05 12:43:47.177146,522,,mobile,social
689b9183-8f1f-48fb-9134-921ca6ebd573,493de173-e042-40ea-be0f-6020a3d36ba0,5b78001a-dc5c-4195-8f4c-7064c17a6717,view,2026-05-05 01:44:47.177146,56,,desktop,organic
597d8321-a6e7-4a58-8a2c-0ec75bc71443,387eab36-bcbc-407e-b895-2c24eeabc945,0de40c78-c0c3-4afd-8be9-4e47810b9ca6,search,2026-04-04 10:38:47.177146,511,condo near good schools,tablet,paid_ad
dfcf87a9-a4b3-44b5-8967-b640d0320d49,523121d2-11b9-4f00-814a-6ce585f7adc9,e0980fbf-d80d-4cdd-9644-92622d95482c,view,2026-02-12 06:42:47.177146,359,,desktop,organic
adb80a69-d0d6-4d9f-8f38-9d349232bb2c,cb24c556-85b9-4515-a741-5f9bf0fac9c2,a15f2ae6-86e9-4289-bc74-9ffe0a92d124,view,2026-02-07 22:09:47.177146,514,,mobile,social
b0757317-a961-4efe-8749-0b1235170129,b65d7090-9565-4b6f-b36a-8e11f3c0becb,e4fc26ff-6fb6-4b91-9378-d479e1a4fa9a,view,2026-03-08 12:14:47.177146,156,,mobile,organic
a90d0832-a68c-46ca-96de-ca8ee72aad9d,6e075cc7-ae08-4650-b64a-94777830fcb7,a6811ad8-7c58-4a09-b242-2db53014899c,share,2026-04-08 02:06:47.177146,249,,mobile,paid_ad
dd55631f-cdd2-4d86-9683-75c2c13d942c,466dedf6-0067-4797-a499-8349e560f980,ed6c0af2-fb54-4f7f-8c6a-851b663ef7d3,save,2026-04-25 21:32:47.177146,395,,desktop,paid_ad
47d99869-c0c1-4948-adb5-9b5b2908fef7,2cd2cac3-e042-42c3-b19e-7daa909cd935,2f4e3785-ae33-4c62-b518-6fb477943cd7,save,2026-05-03 07:46:47.177146,312,,desktop,email
514258a6-9788-4a28-95ac-3b12bc214ce9,d40d10af-7d53-4ecb-be4a-490ad0957b7a,866cdf51-e5bc-4adb-a3e4-442b355dd7bf,view,2026-04-24 09:25:47.177146,520,,desktop,paid_ad
b410cd5d-dc33-4ae0-a655-7a15f7b681b9,93c4b563-6ddd-4384-9366-cc1975f82cb4,2ef1b932-994f-4e1b-acfc-92378132aeb3,view,2026-04-12 09:23:47.177146,438,,mobile,email
750e9b9b-4c1e-4151-8bcb-f4f4506adc5f,f6a3b1bb-b3a4-447e-9dae-af960591c6c4,72f80116-a121-480e-9ae5-9a1e01329114,search,2026-04-23 08:12:47.177146,426,homes with pool in Seattle,tablet,organic
3537a627-9e62-441a-8bd3-530e32dd8ae1,d5bead56-3067-4d19-b09e-565f0bf587c2,1bed405b-84e5-4343-8cdc-6f3cff5c6c2a,view,2026-04-18 23:49:47.177146,126,,desktop,paid_ad
58e5256d-db36-46a6-b0f0-8021a5448a16,763f893a-d8ee-45f1-b986-0474b0db1ff2,c9fe0bd7-f9f5-4e5b-b96c-1383032b895c,view,2026-03-16 10:01:47.177146,499,,tablet,paid_ad
f4be2a98-36c1-454a-9bfd-c10f4ee484cd,4138a481-1b7c-458e-81ad-5e7f41a4eacb,a6bf917a-a5cd-484f-88fb-cb5aa5e8f131,view,2026-04-09 09:22:47.177146,136,,tablet,social
86993532-1ae6-4881-ba3c-bb366563fb4d,09e86caf-0265-40cf-86e2-68350a0d183d,e3f73c14-3b6e-4056-ae5a-fdcb71053b20,view,2026-02-12 14:07:47.177146,301,,tablet,social
00959c11-bd02-49ef-add5-44f3dc8742e0,d060cbb1-cea7-4089-b81c-004f430cf229,b9e961ee-dab8-43bf-b538-0d683a85f2a7,view,2026-04-24 20:59:47.177146,165,,tablet,social
66f97139-8a48-4be0-b8b2-60ac03b8d249,337ed024-68b9-4f8a-87d7-367f8e412122,e97605e0-9b16-4adb-a824-d358bc13b478,bid,2026-04-03 16:00:47.177146,354,,mobile,email
a5628160-88be-4249-9af1-1f69f7115367,f65ce849-a6d0-45c1-a2e4-488cbb4a8197,34846ea7-987f-473a-a6e3-9ecffbd0fa17,view,2026-04-09 02:37:47.177146,457,,desktop,paid_ad
3907ace6-8761-476e-bb80-8de475ca7917,243137d0-da52-4376-a514-1558ea24436f,fec17167-47f6-49c6-92a2-e58366ae372c,save,2026-02-25 08:37:47.177146,115,,desktop,email
bb3fdc7a-b547-4839-b3b9-28d6ded52203,4f02e10c-d963-4722-8cb3-6c5512b807be,84909147-9a03-430f-8a62-be78296c5924,view,2026-02-22 03:57:47.177146,359,,mobile,email
cb1de5ce-cf6d-4dc8-9de9-bf141de44295,80d944a0-68ad-47b9-b3a5-bd215d09d648,cd5452a4-bab3-4aa4-a6f1-6d7544db11b0,share,2026-05-01 18:02:47.177146,371,,mobile,paid_ad
1a09c755-1b71-4bdc-b587-42d04f5ed533,77ce5cb9-4e4b-4b9d-a828-9c8344ac0f33,0bc5249b-e8af-40b2-9520-f73f26d7d800,save,2026-04-06 19:49:47.177146,157,,desktop,email
51a214d7-816d-4c50-a6fe-a374b82fc44d,116f9bce-3f19-4b8b-a29b-d19e7b24b051,0986dd12-5a62-4159-884c-15bccff7d0da,view,2026-04-03 15:00:47.177146,384,,tablet,paid_ad
490985f2-840a-479a-968c-970c836ac956,8c734d23-0628-49fd-997b-76b7e5e9d2d9,d5e16736-fd63-4b1a-b65c-c31d08360105,search,2026-03-05 17:37:47.177146,173,open house this weekend Denver,mobile,social
dbcb792d-2b6e-4d65-a61e-76601071948d,5f49dc5f-68f3-4f75-b95a-060dfa0c8e7c,37882ee3-8287-4872-9857-7eb0d52b24f4,share,2026-03-19 03:52:47.177146,324,,desktop,email
b664fa7b-8365-406a-a140-8984a2e421a9,5bd49108-ed04-4517-827d-ee61c047154d,e8878e24-80d8-48c3-8cf8-22aab2ee9bd6,search,2026-04-18 12:27:47.177146,122,homes with pool in Boston,mobile,organic
76583329-7641-4fab-8be9-e28f0f7ad764,fb28583f-4fd7-44f5-a407-87cae0fd4008,ffada142-cd3a-4b83-b333-6767ad972139,bid,2026-03-08 17:08:47.177146,514,,mobile,email
8fae4cbf-c554-42b7-a5ff-7b2ce16d3e17,070fee81-5da5-4ed5-b156-a3315f9c252f,433ae136-8883-487d-8ad4-3fbb6ad979b1,search,2026-03-09 12:04:47.177146,151,townhouse near good schools,mobile,email
fb5c10e9-6953-4a71-8b52-9cdcdbb13796,6d27b30f-e879-435a-9b29-439e8750e678,8b349417-5d4e-4904-8712-028455f67401,search,2026-03-19 06:42:47.177146,482,auction properties in Chicago,tablet,organic
c8795d41-4695-4244-a56e-8220e1351478,6e075cc7-ae08-4650-b64a-94777830fcb7,6405b9d4-0a10-4fa8-870d-1d85674eb8bf,save,2026-02-21 15:59:47.177146,150,,desktop,organic
9be95812-16df-455b-b597-91b0d93971c8,2c7592bf-ebb6-4b66-8540-935c61b4d81b,fdd8b063-3654-40e3-b1b7-8a4865241384,save,2026-05-02 00:39:47.177146,552,,mobile,organic
8d4987a3-25ad-4eb3-b72e-c75de6ba93e9,e88e56b0-8447-4416-b999-1885e0ff3371,e160379b-f6d3-4353-b15d-006866719ed8,bid,2026-04-04 00:25:47.177146,169,,tablet,organic
bce41c0a-0482-46b3-808f-d374c9e1fe25,61d95137-361e-4554-a03e-7564ce7ab5fb,7d10e4d5-36cf-400e-b45e-ad60e19f9b11,view,2026-03-26 04:08:47.177146,414,,desktop,paid_ad
fd18a04e-62c7-43b5-909e-75e61ef47a63,fa93e8e1-2a29-459a-bf05-b729c79bbdd8,4d2c51bf-29ac-4cba-9fa5-da9222167a81,save,2026-04-09 17:13:47.177146,234,,tablet,email
6ff70a9a-45f4-4861-a29e-fcce2271101a,5125b871-0a57-4e7f-846f-10fa47d4696d,59c45d27-3caf-4158-9e2a-db9a72153047,save,2026-03-12 00:53:47.177146,125,,mobile,email
47c241d4-f2ee-46f9-be21-e089c30afe07,c2a6cfa5-ead6-4bb6-8baa-3ca5176e5563,c37b785d-b43f-4071-8923-2ae87382f578,view,2026-04-28 07:10:47.177146,540,,desktop,social
f0f69abc-ed83-487d-82c2-bb868b9dd05e,6abd8677-61ba-4de4-97a4-8ec87b50ab58,f4028166-6a1e-4c84-98be-d5a63ece7d04,bid,2026-02-25 00:40:47.177146,227,,desktop,paid_ad
0c752c87-372a-46c5-997c-cdcdd91433de,25e92f3a-9b1d-41a7-b6fc-de634282c565,fc6cc7fc-d644-420c-8df8-16ea99a83696,save,2026-04-13 08:19:47.177146,425,,desktop,organic
808feb74-bab4-45a5-a716-10d204df8b97,fc0877c5-b188-412a-8ccf-6a9703ed984c,4f61e4c7-7a90-43b9-a5a6-bd14f620efd7,view,2026-02-12 09:37:47.177146,302,,desktop,email
3927e44a-08bf-427b-b93b-21249cac9c0e,2bcab35c-c055-493a-a3ff-c1bc86845fbe,513e5f10-8892-471f-9422-90bdc53e8544,save,2026-03-30 12:08:47.177146,63,,mobile,email
6e9adf3c-ef39-4e43-a1b3-7459ec16d3b4,19cfef56-cf6f-40c6-9b08-8d9614c07151,975f261c-0cad-45bb-a378-cbdd6f6d187a,bid,2026-04-23 11:54:47.177146,230,,desktop,organic
d67e6f07-2c8a-4ded-8182-4b756526ee78,a8c0deb5-b6c7-4f2d-b5d3-86e878fdef0a,3dec5695-c084-4784-ab58-9ef587f0bada,view,2026-04-21 20:35:47.177146,410,,mobile,paid_ad
86e42ad2-aee6-4dd3-94e9-3949aad945b6,e406074d-9203-4343-854b-51c3217d5d40,63ba53a9-21f8-43cd-b610-cce4091324d3,share,2026-02-05 08:12:47.177146,71,,tablet,organic
8ecbd307-ae46-4aa1-88ac-5e4f515f7acc,8b56dff4-1539-4aa0-81c5-2856e985554f,d2e94a96-2906-4e4f-bf35-ed2d61b3f291,save,2026-02-20 10:05:47.177146,46,,desktop,social
0fbe040b-1adc-407c-9f3a-08ca746feb9f,2de87dc6-3286-4a7c-bd97-663973851201,d330957b-6a53-41e3-a5dd-ba675535952a,view,2026-03-31 23:49:47.177146,366,,desktop,paid_ad
c9ec0e65-f79b-402b-9d16-053e86ef925a,f1cf8753-706e-4fa4-8248-ca33aeac0816,b4193915-683f-4e06-a61c-351ba4b19bbc,share,2026-04-07 20:41:47.177146,544,,tablet,organic
7b27f530-bfc8-42ea-af31-81cbd0ca2875,a345754c-05da-4d8f-8976-59afe1e303fe,62762f0b-b788-4979-beb4-04ecaf4e5afb,save,2026-03-26 16:33:47.177146,370,,tablet,organic
eeb5b1c2-797c-458f-8591-3c6c321ec27c,55f61bcc-4fd7-433b-ae72-a2fa54ac4c15,ce4f5f45-369c-48cc-bdc0-c2172c81047d,view,2026-04-21 18:20:47.177146,335,,desktop,social
05c22f48-e665-4d59-bbad-e20f58aa5204,44fc1c5d-8d29-4941-940b-786a4b3c92ed,ac8b02e4-1b4c-46d8-9c9f-5c70d3034bbe,search,2026-04-02 05:48:47.177146,424,homes under 400k in San Francisco,tablet,email
a8f236a3-cdc8-439d-8ef6-94bbc5f21754,6e37caf1-ed51-4538-8e93-139df82bf522,dad3e466-22cf-4f11-a1d0-418ac5fade85,view,2026-04-21 19:20:47.177146,408,,desktop,paid_ad
2ad58891-eeaf-4ef9-97c0-12251d5b90e6,0ad9066f-4e1b-4b9d-8bbb-20985c3c8638,c453b814-0cdb-4140-9db4-d38d0e1f9655,save,2026-03-16 16:31:47.177146,543,,mobile,email
6343959f-56c6-4a54-a75d-0e5709b2d901,6d77cdd7-baaa-4259-8061-19ae0d0eb6e3,eab66615-c91e-4442-bf27-99ec760a7947,view,2026-03-25 06:32:47.177146,559,,mobile,social
6d58cca3-3541-402b-9505-695c29b330da,5fa46968-864b-4e4f-a2e8-e8c4671d2cf4,3f25f00b-50b4-4fe1-8602-484e3f3b95c1,save,2026-04-26 12:31:47.177146,442,,desktop,paid_ad
5cbb06ed-d074-4d10-9f99-2049f83ee724,09854d0b-8378-4d41-a29e-e260e6e09df2,18f2ef00-ed0a-4a54-a163-a20e83981705,view,2026-03-19 23:38:47.177146,531,,mobile,social
2b6c145d-1ea2-483e-bf5e-b178fc87b49e,6d77cdd7-baaa-4259-8061-19ae0d0eb6e3,024d5fd7-8586-4236-810e-588d84d54e94,view,2026-04-22 15:56:47.177146,503,,desktop,organic
97a067c4-74b9-405a-98a8-cd0e2607d6a2,186c9f91-3ebf-4322-a164-5238e4c34d6b,72f21957-4f97-4cf2-b65f-4951648661cb,view,2026-03-11 17:18:47.177146,506,,tablet,email
08475e44-f4f5-404d-a980-a5883c2e2140,1b04cdfd-38f6-48fa-98e6-23f06f9a9933,535748e3-ed14-415f-be08-6e480354db54,view,2026-05-05 02:03:47.177146,537,,desktop,email
77bf2f47-f257-4984-bf6d-ba5b490ee4b5,8f9c09d0-986b-4841-a9b5-11931b50506d,8637b474-eb12-443f-a588-e91e79fbb80b,view,2026-03-04 18:26:47.177146,583,,tablet,email
79b5fd97-c2b5-40da-b081-30990a8467f8,064665ed-d1f6-4e37-8bec-028b58f86061,ce4f5f45-369c-48cc-bdc0-c2172c81047d,view,2026-02-04 05:43:47.177146,337,,mobile,social
1184667f-785a-4ee5-812a-8094d2a340d3,7ebfa138-3556-49e8-a6e5-6ac1941c830b,905fb8ef-4498-44c5-9a9e-c825bd49ad4a,view,2026-05-04 13:24:47.177146,205,,mobile,paid_ad
9877c18b-2cc7-40f5-8df9-de5deb22cf0c,6abd8677-61ba-4de4-97a4-8ec87b50ab58,3be4a03f-6702-469a-b92c-e036755ab659,view,2026-02-12 16:05:47.177146,239,,tablet,email
5b16a90f-3f11-4fff-8528-e6b6c2563176,264bb757-93e1-441d-b028-090f1fd7d238,891e0f4f-6d88-435c-b395-4129636d5196,save,2026-03-07 07:05:47.177146,128,,mobile,social
f5185b12-fcbd-490d-91d7-ee75766e6ba1,a2d3de08-31fc-4725-be8f-ca91a42f398f,2d0b5eba-342e-45a9-8fc2-ade3d80bd0ff,share,2026-03-04 10:21:47.177146,409,,mobile,organic
5c660e79-4abf-401e-99c8-02e60a9b4fc6,9c356923-22a6-4252-a6d0-10c69029bf67,e7e1c70d-470b-43e9-ae52-8eab006a3d36,save,2026-04-25 02:49:47.177146,59,,mobile,social
d212b454-9bed-4b2e-9275-661fe4175276,3c34ea49-ded7-42b1-81a3-768d2ed6a4cc,6405b9d4-0a10-4fa8-870d-1d85674eb8bf,view,2026-03-03 23:57:47.177146,63,,desktop,paid_ad
eafc97ac-b639-4314-8034-a0fe5f3d6d05,5125b871-0a57-4e7f-846f-10fa47d4696d,dd87a149-738e-4cb6-956e-2ccc501f5087,save,2026-03-06 03:05:47.177146,447,,mobile,paid_ad
21f7b7b2-a6b3-434f-9e37-1d4b5e15cb4c,402daf7f-a025-4829-92d2-29ff0e4a9e81,b1f49483-67f2-4fbe-a88a-2606867140fa,search,2026-03-10 19:04:47.177146,313,pet-friendly multi-family in Nashville,mobile,paid_ad
64ebd1ef-9f59-47bc-8b1b-2563716d1553,214f46ed-4a6d-4098-9e02-c4259a2b4abd,ebfaaf40-98f5-4dfe-9f69-9219bf3bfd48,view,2026-04-01 06:52:47.177146,385,,mobile,email
0201fc2f-1866-453a-b198-ee879d637b69,751b51aa-305c-45fa-8733-dbb42d42d206,8ebb2e09-c86b-4fb3-8bc7-929b084a4bce,view,2026-02-07 18:10:47.177146,383,,mobile,paid_ad
6520fe3d-58e3-4f1b-82d2-b04b2fe0d20a,a79985d6-3cba-4d7e-8cd1-27717d0530cb,0c14c861-1cfd-4c9d-8445-fb9476b08c34,view,2026-04-19 04:16:47.177146,87,,desktop,email
e53dd32d-186e-4895-8ee9-4fd3700022c6,a79985d6-3cba-4d7e-8cd1-27717d0530cb,84909147-9a03-430f-8a62-be78296c5924,view,2026-03-19 08:35:47.177146,499,,tablet,email
6cc8a74d-8c91-4b20-93d5-c90557401460,cbc87cf5-55c4-4491-ba49-06dc4beaddcf,3c64dc90-3850-426a-a61f-846af1dc7ea3,view,2026-03-02 10:16:47.177146,127,,mobile,social
16dac697-b07a-4b74-a906-b424bae65682,585affe0-9364-44f4-9c28-5efc2f8bacac,0434f8ad-e945-49f6-baeb-54facbc9cf1e,view,2026-04-26 18:08:47.177146,165,,desktop,organic
92ad45ba-d087-40ae-b26b-d6fd13260fa9,2abe658f-4f5c-4722-82ff-8f39c099802f,dc420039-3c4d-44c5-bda7-50e8680b22ab,save,2026-03-21 13:17:47.177146,223,,tablet,social
5f676e91-303e-4543-879c-bccd39b2e95f,e04a60dd-328c-45de-8516-62d90a3e356e,a15f2ae6-86e9-4289-bc74-9ffe0a92d124,search,2026-03-07 12:55:47.177146,529,townhouse near good schools,tablet,email
80a95abc-9cfd-476a-925d-7b27c4ffc888,0b66511a-7f85-4e05-a9f8-e3b3190dd4a9,8553a18e-f4b3-446c-bf58-4e528830e2e0,search,2026-04-12 03:35:47.177146,268,pet-friendly single family in Portland,desktop,email
0145b1c9-e767-4cc4-8b35-147a3ffb550b,d0c68c32-b461-4700-8f95-25347c64052b,037a7e7a-366b-48ac-b638-6bac07cd91b7,save,2026-02-12 17:59:47.177146,300,,tablet,email
3e88fe0b-8942-447c-be15-1bf4232e3719,473a76c0-5cd4-484f-92ad-267ce62d0ca2,1a93f50f-65e2-48fa-a6f8-22c251d202e6,view,2026-03-02 08:45:47.177146,427,,desktop,social
bd611cda-c3c0-46f8-b8bd-fbd84747d367,19cfef56-cf6f-40c6-9b08-8d9614c07151,202a50b9-539d-4574-aae7-21457ede6d69,view,2026-03-15 13:32:47.177146,280,,tablet,email
898854ef-cc9b-44d6-b15d-25ba0702c4f4,9e7bc21e-ef6a-4abb-928e-334fcce1ca1e,39891d80-7897-47b2-ba14-619bb5f22ec5,view,2026-05-05 05:02:47.177146,45,,tablet,email
