property_id,address,city,state,zip_code,price,beds,baths,sqft,property_type,year_built,school_rating,neighborhood,listing_status,days_on_market,auction_date,auction_start_price,hoa_fee,description,image_url,latitude,longitude
4d2c51bf-29ac-4cba-9fa5-da9222167a81,6125 Manning Summit,New York,NY,10091,1141744,3,4.5,1487,Multi-Family,2015,8.8,SoHo,active,80,,,0,Charming multi-family with 4.5 bathrooms in desirable SoHo. Hardwood floors throughout. Close to restaurants and shops. Private backyard and patio. Built in 2015. Recently updated kitchen and bathrooms.,https://picsum.photos/seed/5bf98215/800/600,40.701413,-74.06089
bce61c7d-7445-49d9-9d71-0947e1d416b2,192 Harrison Stravenue,Portland,OR,97242,483197,1,1.0,951,Condo,1935,3.5,Division,active,55,,,350,Stunning 1-bedroom condo located in Division. Recently updated kitchen and bathrooms. Features 951 sqft of living space. Built in 1935. Top-rated school district.,https://picsum.photos/seed/d5d422c2/800/600,45.441213,-122.661603
6fe734e8-0b94-4c29-b592-d3669686cf3a,2711 Wallace Rue,Seattle,WA,98174,923250,5,7.0,3221,Single Family,2021,1.7,West Seattle,auction,46,2026-05-28,690294,0,"Stunning 5-bedroom single family located in West Seattle. Close to restaurants and shops. Features 3,221 sqft of living space. Recently updated kitchen and bathrooms. Built in 2021. Open floor plan with natural light.",https://picsum.photos/seed/128783dc/800/600,47.542974,-122.418465
d4f36abd-6fd2-4f4e-80a8-aee7d2f6311b,4094 Justin Drives,Nashville,TN,37289,316364,2,3.0,1785,Townhouse,1991,4.1,The Gulch,active,86,,,300,"Beautiful townhouse in the heart of The Gulch, Nashville. Private backyard and patio. Hardwood floors throughout. Features 1,785 sqft of living space. Close to restaurants and shops. Recently updated kitchen and bathrooms.",https://picsum.photos/seed/a9e3eb28/800/600,36.243599,-86.75886
427eaa41-a25e-49ce-b9bf-09503e41abd9,2842 Nicole Bypass,San Francisco,CA,94122,633392,5,7.0,3418,Townhouse,2022,1.4,Marina,pending,63,,,300,"Charming townhouse with 7.0 bathrooms in desirable Marina. Features 3,418 sqft of living space. Private backyard and patio. Top-rated school district. Built in 2022. Open floor plan with natural light.",https://picsum.photos/seed/48d9143b/800/600,37.738963,-122.502931
40792687-64c3-40b3-a1bd-03d1588c2a21,3829 Wesley Branch,New York,NY,10083,734794,4,5.0,2022,Single Family,1923,1.3,Astoria,sold,43,,,75,Stunning 4-bedroom single family located in Astoria. Close to restaurants and shops. Hardwood floors throughout. Private backyard and patio. Top-rated school district.,https://picsum.photos/seed/4e086114/800/600,40.771643,-73.994383
82e35753-45ac-4b2f-8639-ce56f5ee08f9,1583 Sullivan Hills,Boston,MA,02117,668782,5,5.5,3669,Multi-Family,1976,1.6,South End,active,52,,,150,"Beautiful multi-family in the heart of South End, Boston. Features 3,669 sqft of living space. Close to restaurants and shops. Built in 1976.",https://picsum.photos/seed/d7cdbe5f/800/600,42.325582,-71.029902
fb56e2f6-8dee-49c2-96db-5c29be83e40a,4712 Wall Springs,New York,NY,10021,485188,1,1.0,931,Townhouse,1925,5.5,Upper West Side,active,119,,,350,Stunning 1-bedroom townhouse located in Upper West Side. Close to restaurants and shops. Top-rated school district. Private backyard and patio. Features 931 sqft of living space.,https://picsum.photos/seed/12643729/800/600,40.770178,-74.04573
fc6cc7fc-d644-420c-8df8-16ea99a83696,2416 Spencer Village,Portland,OR,97281,366201,1,1.5,1030,Condo,2001,9.0,Alberta Arts,active,87,,,400,"Beautiful condo in the heart of Alberta Arts, Portland. Features 1,030 sqft of living space. Open floor plan with natural light. Close to restaurants and shops.",https://picsum.photos/seed/331fd950/800/600,45.606678,-122.77617
4c680fca-2155-4c76-a6bc-eaedae9ef0c4,9092 Ellison Parkway,New York,NY,10016,802189,3,3.0,2258,Single Family,1940,8.5,Brooklyn Heights,active,79,,,75,"Stunning 3-bedroom single family located in Brooklyn Heights. Built in 1940. Recently updated kitchen and bathrooms. Private backyard and patio. Features 2,258 sqft of living space. Close to restaurants and shops.",https://picsum.photos/seed/2e028216/800/600,40.746996,-73.992541
6e56fe4b-aad2-41d6-9f8b-45a56e284963,5108 Fletcher Manors,Boston,MA,02188,540999,2,3.0,1429,Condo,2005,6.6,South End,active,37,,,300,Charming condo with 3.0 bathrooms in desirable South End. Recently updated kitchen and bathrooms. Open floor plan with natural light. Close to restaurants and shops. Top-rated school district. Private backyard and patio.,https://picsum.photos/seed/66f0a42c/800/600,42.323657,-71.068771
1293058c-c42f-4d58-a584-ff5ff75adf91,2979 Joseph Course,New York,NY,10023,388885,1,1.5,964,Condo,1966,4.0,Brooklyn Heights,auction,94,2026-05-21,299218,400,Charming condo with 1.5 bathrooms in desirable Brooklyn Heights. Built in 1966. Close to restaurants and shops. Recently updated kitchen and bathrooms. Top-rated school district. Open floor plan with natural light.,https://picsum.photos/seed/e2a912d1/800/600,40.767753,-74.008606
e7e1c70d-470b-43e9-ae52-8eab006a3d36,2535 Spence Crossroad,Miami,FL,33170,640970,1,1.5,912,Single Family,1994,2.9,Coconut Grove,sold,76,,,100,Stunning 1-bedroom single family located in Coconut Grove. Hardwood floors throughout. Close to restaurants and shops. Open floor plan with natural light. Recently updated kitchen and bathrooms.,https://picsum.photos/seed/31d0b617/800/600,25.770394,-80.092054
5bc139b5-cc55-4a71-8f49-0cc2f076f41f,762 Richard Centers,Chicago,IL,60655,500908,1,1.0,862,Multi-Family,2004,2.5,Wicker Park,auction,88,2026-05-22,361182,75,"Beautiful multi-family in the heart of Wicker Park, Chicago. Hardwood floors throughout. Features 862 sqft of living space. Recently updated kitchen and bathrooms. Private backyard and patio.",https://picsum.photos/seed/f24c2116/800/600,41.925284,-87.633099
e0391185-750d-45f4-9587-4971c1da4acd,4414 Philip View,Denver,CO,80245,679177,5,7.0,3318,Single Family,1980,9.8,RiNo,active,6,,,0,Charming single family with 7.0 bathrooms in desirable RiNo. Recently updated kitchen and bathrooms. Hardwood floors throughout. Private backyard and patio. Close to restaurants and shops. Top-rated school district.,https://picsum.photos/seed/89174f46/800/600,39.779947,-104.986025
433ae136-8883-487d-8ad4-3fbb6ad979b1,2813 Lisa Mountain,Seattle,WA,98166,779331,4,6.0,2520,Single Family,1971,8.1,Fremont,active,63,,,0,"Beautiful single family in the heart of Fremont, Seattle. Open floor plan with natural light. Built in 1971. Close to restaurants and shops.",https://picsum.photos/seed/edfe698e/800/600,47.50752,-122.255693
7a35c922-ef7d-49f9-bdc4-b6736120c3c5,6832 Edwards Row,Chicago,IL,60692,225174,3,4.0,1963,Condo,2023,5.3,Lakeview,sold,15,,,500,"Beautiful condo in the heart of Lakeview, Chicago. Features 1,963 sqft of living space. Built in 2023. Open floor plan with natural light.",https://picsum.photos/seed/be9d4f96/800/600,41.873904,-87.611642
e97605e0-9b16-4adb-a824-d358bc13b478,4744 Wilcox Expressway,Seattle,WA,98112,367539,3,2.5,2354,Condo,1927,2.6,Ballard,active,119,,,450,"Beautiful condo in the heart of Ballard, Seattle. Top-rated school district. Open floor plan with natural light. Hardwood floors throughout.",https://picsum.photos/seed/76c7ae1f/800/600,47.626072,-122.319379
584939bf-78a2-4a3f-89b7-ac1bcfec2277,3865 Linda Rue,Portland,OR,97218,284534,2,2.5,1689,Condo,1999,7.5,Sellwood,active,22,,,400,"Stunning 2-bedroom condo located in Sellwood. Recently updated kitchen and bathrooms. Features 1,689 sqft of living space. Close to restaurants and shops. Built in 1999.",https://picsum.photos/seed/8be5284b/800/600,45.59967,-122.659093
4f61e4c7-7a90-43b9-a5a6-bd14f620efd7,7169 Lee Coves,San Francisco,CA,94110,1946532,5,4.5,3434,Multi-Family,2020,2.1,Marina,pending,97,,,0,"Charming multi-family with 4.5 bathrooms in desirable Marina. Private backyard and patio. Close to restaurants and shops. Features 3,434 sqft of living space. Open floor plan with natural light.",https://picsum.photos/seed/322e1b1f/800/600,37.700966,-122.398705
83510b74-c224-4ed6-921d-b57c5535a263,4741 Christian Rapids,New York,NY,10020,801532,2,2.5,1569,Condo,1995,2.2,Park Slope,active,55,,,500,"Charming condo with 2.5 bathrooms in desirable Park Slope. Close to restaurants and shops. Recently updated kitchen and bathrooms. Built in 1995. Features 1,569 sqft of living space. Open floor plan with natural light.",https://picsum.photos/seed/49d15bdb/800/600,40.765972,-73.923983
cad9dcdd-766e-4a63-afd7-28413bb0f124,4614 Johnson Haven,Seattle,WA,98156,781066,4,5.0,2653,Single Family,1966,6.9,Capitol Hill,active,55,,,0,Charming single family with 5.0 bathrooms in desirable Capitol Hill. Hardwood floors throughout. Top-rated school district. Open floor plan with natural light. Private backyard and patio.,https://picsum.photos/seed/b7d50eb9/800/600,47.677195,-122.347388
ce2fd5a2-b987-4283-aaf4-828733588a20,2750 Amber Circles,Portland,OR,97299,323755,3,3.5,2166,Condo,1964,8.7,Division,sold,18,,,200,"Beautiful condo in the heart of Division, Portland. Close to restaurants and shops. Top-rated school district. Recently updated kitchen and bathrooms.",https://picsum.photos/seed/087d83ab/800/600,45.564763,-122.689081
69666c67-4390-4cca-84ee-0328877aed34,8636 Carla Throughway,San Francisco,CA,94161,911449,1,1.5,915,Single Family,1996,3.4,Noe Valley,active,9,,,0,Stunning 1-bedroom single family located in Noe Valley. Features 915 sqft of living space. Close to restaurants and shops. Built in 1996. Hardwood floors throughout. Open floor plan with natural light.,https://picsum.photos/seed/739a9471/800/600,37.796706,-122.374501
70f9bac9-6c2f-482e-a1c0-cfba4276b50d,6644 Lopez Flats,Austin,TX,78745,403782,3,3.0,1712,Condo,1986,7.1,South Lamar,auction,22,2026-05-17,297138,150,"Stunning 3-bedroom condo located in South Lamar. Close to restaurants and shops. Hardwood floors throughout. Open floor plan with natural light. Built in 1986. Features 1,712 sqft of living space.",https://picsum.photos/seed/54bf0a93/800/600,30.362329,-97.825731
0705a27c-e15c-4dc7-8868-28cb4d60cdbe,6770 John Corner,Boston,MA,02132,740788,5,7.0,3267,Single Family,2024,9.7,Cambridge,active,78,,,0,Charming single family with 7.0 bathrooms in desirable Cambridge. Built in 2024. Open floor plan with natural light. Recently updated kitchen and bathrooms.,https://picsum.photos/seed/7d838014/800/600,42.340891,-71.15797
982faa95-e8c6-4840-bfb7-78f89786a5d1,7648 Anne Turnpike,Nashville,TN,37297,536941,3,4.0,2410,Single Family,2008,5.4,Germantown,active,73,,,0,"Charming single family with 4.0 bathrooms in desirable Germantown. Top-rated school district. Features 2,410 sqft of living space. Recently updated kitchen and bathrooms.",https://picsum.photos/seed/aaa19f68/800/600,36.130632,-86.72648
49289465-b700-414e-8af0-bf639f1c4fae,1345 Williams Island,Boston,MA,02153,1019855,2,2.5,1395,Multi-Family,1972,1.1,Cambridge,auction,69,2026-06-01,754185,0,Charming multi-family with 2.5 bathrooms in desirable Cambridge. Top-rated school district. Recently updated kitchen and bathrooms. Close to restaurants and shops.,https://picsum.photos/seed/939c95ce/800/600,42.339886,-71.009142
433ce648-3108-4dbb-be20-862c4caf7b6e,2064 Sherry Branch,Denver,CO,80223,372340,2,2.5,1324,Townhouse,2014,3.1,Capitol Hill,active,27,,,300,"Beautiful townhouse in the heart of Capitol Hill, Denver. Top-rated school district. Open floor plan with natural light. Features 1,324 sqft of living space. Close to restaurants and shops. Private backyard and patio.",https://picsum.photos/seed/16acce5e/800/600,39.806467,-105.019095
f8b274fb-182f-4312-8ffd-85c483f1e8f8,8713 Walton Locks,Portland,OR,97216,478613,4,5.5,3116,Townhouse,1982,5.6,Alberta Arts,sold,118,,,450,"Stunning 4-bedroom townhouse located in Alberta Arts. Features 3,116 sqft of living space. Open floor plan with natural light. Recently updated kitchen and bathrooms. Hardwood floors throughout.",https://picsum.photos/seed/41b0d0cd/800/600,45.459619,-122.663067
3d169bdf-1e87-458e-9648-58ff0e36ba08,3985 Leonard Lock,Chicago,IL,60643,673948,5,5.5,2226,Multi-Family,2006,1.9,Wicker Park,active,75,,,0,Stunning 5-bedroom multi-family located in Wicker Park. Private backyard and patio. Recently updated kitchen and bathrooms. Built in 2006. Hardwood floors throughout.,https://picsum.photos/seed/7bab3d61/800/600,41.950468,-87.69237
1ba62871-8131-449d-8b75-ef568942d2e2,7181 Dickson Squares,New York,NY,10081,571989,2,2.0,1553,Condo,1977,9.8,Brooklyn Heights,auction,17,2026-05-27,420002,200,Stunning 2-bedroom condo located in Brooklyn Heights. Recently updated kitchen and bathrooms. Close to restaurants and shops. Private backyard and patio.,https://picsum.photos/seed/bda51ad8/800/600,40.756963,-73.945182
e5f90d4b-aeee-4158-b473-985d97e67b08,1083 Mark Streets,Chicago,IL,60630,611763,2,2.0,1400,Multi-Family,1988,3.3,Lakeview,pending,39,,,0,"Beautiful multi-family in the heart of Lakeview, Chicago. Top-rated school district. Close to restaurants and shops. Private backyard and patio. Features 1,400 sqft of living space.",https://picsum.photos/seed/f0572b44/800/600,41.787642,-87.710005
ad279372-2057-4235-ad99-ed0cce887387,2959 Wayne Trail,Portland,OR,97278,363126,3,3.5,1969,Townhouse,1922,8.8,Division,active,45,,,300,Stunning 3-bedroom townhouse located in Division. Private backyard and patio. Top-rated school district. Open floor plan with natural light. Hardwood floors throughout.,https://picsum.photos/seed/90704d48/800/600,45.530571,-122.648427
efaff320-a01a-44c2-9adb-a2b8c96e99e1,3839 Andrew Underpass,Portland,OR,97253,502428,3,3.5,1707,Single Family,2001,6.5,Hawthorne,pending,81,,,0,Stunning 3-bedroom single family located in Hawthorne. Open floor plan with natural light. Private backyard and patio. Recently updated kitchen and bathrooms. Top-rated school district.,https://picsum.photos/seed/bcb01afb/800/600,45.596615,-122.762578
b4193915-683f-4e06-a61c-351ba4b19bbc,1411 Woods Ways,New York,NY,10099,958904,3,4.0,2428,Townhouse,1972,1.2,Brooklyn Heights,active,110,,,300,"Beautiful townhouse in the heart of Brooklyn Heights, New York. Close to restaurants and shops. Features 2,428 sqft of living space. Top-rated school district.",https://picsum.photos/seed/3df76499/800/600,40.745205,-73.917913
a1778502-21f3-45a0-bf4e-638f3304b0a8,2171 Kelly Drive,Boston,MA,02190,962241,1,1.5,910,Multi-Family,1933,1.8,Cambridge,auction,20,2026-06-04,801374,0,"Beautiful multi-family in the heart of Cambridge, Boston. Recently updated kitchen and bathrooms. Features 910 sqft of living space. Close to restaurants and shops. Top-rated school district. Open floor plan with natural light.",https://picsum.photos/seed/3216429e/800/600,42.309579,-71.102065
b50bc2ea-f6c7-414e-9d57-bc74a6316311,8845 Miller Road,Portland,OR,97277,961990,5,7.5,3827,Multi-Family,1937,6.4,Sellwood,active,76,,,0,"Stunning 5-bedroom multi-family located in Sellwood. Top-rated school district. Open floor plan with natural light. Built in 1937. Features 3,827 sqft of living space.",https://picsum.photos/seed/6e9ece85/800/600,45.54237,-122.665603
2e17ccab-8cd0-4cdf-9f37-876cb80e37af,5008 Stephanie Fort,Portland,OR,97271,397050,3,2.5,1415,Townhouse,1986,5.2,Alberta Arts,active,37,,,150,"Beautiful townhouse in the heart of Alberta Arts, Portland. Open floor plan with natural light. Top-rated school district. Built in 1986. Features 1,415 sqft of living space.",https://picsum.photos/seed/f2b26fad/800/600,45.552754,-122.680014
8784ca1a-22f0-4248-a6d9-6c0712d2b14a,4554 Lindsey Shoal,San Francisco,CA,94188,748753,5,5.5,2918,Townhouse,2011,3.4,Noe Valley,active,29,,,450,"Stunning 5-bedroom townhouse located in Noe Valley. Open floor plan with natural light. Hardwood floors throughout. Built in 2011. Features 2,918 sqft of living space. Private backyard and patio.",https://picsum.photos/seed/efc1515e/800/600,37.799965,-122.416078
9eb144be-3576-4d64-bf72-941be4a32cb6,2148 Kayla Estates,Chicago,IL,60644,220719,4,5.0,2607,Townhouse,1944,1.4,Lakeview,active,20,,,150,"Charming townhouse with 5.0 bathrooms in desirable Lakeview. Features 2,607 sqft of living space. Built in 1944. Top-rated school district. Close to restaurants and shops.",https://picsum.photos/seed/bd8e571e/800/600,41.815288,-87.709345
a23bbdc4-1964-4076-8315-9313575a2214,8999 West Curve,Austin,TX,78719,511144,4,4.0,3010,Multi-Family,1979,8.6,Downtown Austin,active,11,,,0,Stunning 4-bedroom multi-family located in Downtown Austin. Hardwood floors throughout. Close to restaurants and shops. Recently updated kitchen and bathrooms.,https://picsum.photos/seed/d169fb4a/800/600,30.178408,-97.687969
a380a48b-373a-4b61-a293-f2f7554983d6,5393 Carter Road,New York,NY,10049,677933,2,2.0,1578,Single Family,2014,7.6,Upper West Side,active,59,,,75,"Beautiful single family in the heart of Upper West Side, New York. Features 1,578 sqft of living space. Private backyard and patio. Open floor plan with natural light. Close to restaurants and shops. Top-rated school district.",https://picsum.photos/seed/b28920ce/800/600,40.707365,-73.969712
bead4817-f3c2-4395-8061-a343c7db10ee,9620 Williams Station,Miami,FL,33115,787030,2,2.0,1163,Multi-Family,1934,3.9,Wynwood,auction,56,2026-05-11,644702,0,"Charming multi-family with 2.0 bathrooms in desirable Wynwood. Recently updated kitchen and bathrooms. Top-rated school district. Features 1,163 sqft of living space. Built in 1934.",https://picsum.photos/seed/a3452733/800/600,25.740862,-80.243182
e351c9ba-47a3-4e46-a385-4efacbee0598,7287 Allen Ridge,Chicago,IL,60654,351770,5,5.0,2380,Multi-Family,1965,8.1,Wicker Park,auction,69,2026-05-10,271980,0,"Charming multi-family with 5.0 bathrooms in desirable Wicker Park. Features 2,380 sqft of living space. Private backyard and patio. Hardwood floors throughout.",https://picsum.photos/seed/a5cb2023/800/600,41.88977,-87.600871
a60ffe3d-3af1-4568-ab8e-b0c62d73d6a4,9185 Susan Port,Nashville,TN,37286,234144,1,1.0,1110,Condo,1957,2.7,Hillsboro Village,auction,63,2026-05-11,182993,400,"Beautiful condo in the heart of Hillsboro Village, Nashville. Recently updated kitchen and bathrooms. Hardwood floors throughout. Top-rated school district.",https://picsum.photos/seed/2feb3a66/800/600,36.20918,-86.826535
46e37c83-1b60-4fbb-a51c-90bc7d1da7a5,3210 Davis Bridge,Miami,FL,33159,425305,5,5.5,2679,Townhouse,1999,3.1,Coral Gables,sold,80,,,200,Charming townhouse with 5.5 bathrooms in desirable Coral Gables. Top-rated school district. Close to restaurants and shops. Open floor plan with natural light. Built in 1999. Recently updated kitchen and bathrooms.,https://picsum.photos/seed/be825187/800/600,25.793358,-80.184009
c0be717b-2bab-424c-9db0-8d8389b39a51,8126 Katie Inlet,Nashville,TN,37294,630616,1,1.0,656,Multi-Family,1936,2.0,East Nashville,active,26,,,50,Charming multi-family with 1.0 bathrooms in desirable East Nashville. Open floor plan with natural light. Features 656 sqft of living space. Recently updated kitchen and bathrooms. Built in 1936. Close to restaurants and shops.,https://picsum.photos/seed/51779724/800/600,36.176902,-86.71434
c54dd2c2-b7fb-4e8e-a55e-83a7483bb130,1376 Victor Motorway,Austin,TX,78748,358195,1,1.0,815,Condo,1991,7.4,Mueller,active,102,,,350,"Beautiful condo in the heart of Mueller, Austin. Built in 1991. Features 815 sqft of living space. Private backyard and patio. Top-rated school district. Hardwood floors throughout.",https://picsum.photos/seed/65fe97f1/800/600,30.273004,-97.69624
ad851a04-6d0b-4cee-a52c-f53a2020c88e,1805 Jackson Hill,Denver,CO,80264,400740,1,1.0,976,Condo,2015,1.9,Highlands,pending,96,,,400,"Beautiful condo in the heart of Highlands, Denver. Close to restaurants and shops. Open floor plan with natural light. Recently updated kitchen and bathrooms.",https://picsum.photos/seed/057cef34/800/600,39.774099,-104.94979
1bed405b-84e5-4343-8cdc-6f3cff5c6c2a,5998 Carlos Ports,Chicago,IL,60642,658301,3,3.5,2088,Multi-Family,1972,6.5,Logan Square,sold,42,,,0,"Stunning 3-bedroom multi-family located in Logan Square. Close to restaurants and shops. Features 2,088 sqft of living space. Private backyard and patio. Top-rated school district.",https://picsum.photos/seed/4e63dc48/800/600,41.820886,-87.576658
932e65d4-9230-4dca-84d1-d94585c08586,9465 Gomez Cliffs,Miami,FL,33183,557043,3,2.5,1848,Single Family,1960,9.5,Brickell,sold,106,,,0,"Beautiful single family in the heart of Brickell, Miami. Features 1,848 sqft of living space. Hardwood floors throughout. Recently updated kitchen and bathrooms.",https://picsum.photos/seed/7004e2d2/800/600,25.845522,-80.189546
9722dc12-950c-4832-bc8d-ed211d7da416,8099 Jennifer Mount,Chicago,IL,60632,207477,3,3.0,1946,Condo,1931,9.3,Hyde Park,pending,73,,,200,"Charming condo with 3.0 bathrooms in desirable Hyde Park. Built in 1931. Open floor plan with natural light. Private backyard and patio. Recently updated kitchen and bathrooms. Features 1,946 sqft of living space.",https://picsum.photos/seed/7e2ffa6b/800/600,41.922816,-87.571219
cdd0c8ac-98e2-4257-b70f-9a260f7df9c2,287 Andersen Glens,Seattle,WA,98187,694131,1,1.5,949,Multi-Family,2024,8.8,Queen Anne,pending,120,,,0,Charming multi-family with 1.5 bathrooms in desirable Queen Anne. Close to restaurants and shops. Features 949 sqft of living space. Recently updated kitchen and bathrooms. Open floor plan with natural light. Top-rated school district.,https://picsum.photos/seed/3d864235/800/600,47.551544,-122.301544
a2db8f17-8d80-4ae6-99b9-8f561b06c258,9462 Santos Dam,Nashville,TN,37270,249980,3,3.0,1676,Condo,1977,1.8,Hillsboro Village,auction,65,2026-05-19,185851,450,"Charming condo with 3.0 bathrooms in desirable Hillsboro Village. Close to restaurants and shops. Recently updated kitchen and bathrooms. Features 1,676 sqft of living space.",https://picsum.photos/seed/23e813d2/800/600,36.092302,-86.814366
e24debee-c4af-4494-a2d6-cb1aa313ffa8,1273 Teresa Oval,New York,NY,10041,1457561,2,2.5,1778,Multi-Family,1945,6.1,Astoria,pending,84,,,0,"Stunning 2-bedroom multi-family located in Astoria. Private backyard and patio. Top-rated school district. Open floor plan with natural light. Features 1,778 sqft of living space.",https://picsum.photos/seed/65f3e64c/800/600,40.812216,-74.00115
c99a8649-f426-4662-8b17-7e1352a80636,3925 Michael Heights,Boston,MA,02115,877813,3,3.0,1940,Multi-Family,2018,6.5,Cambridge,active,45,,,0,"Beautiful multi-family in the heart of Cambridge, Boston. Private backyard and patio. Built in 2018. Top-rated school district. Features 1,940 sqft of living space. Open floor plan with natural light.",https://picsum.photos/seed/391a6b1b/800/600,42.348542,-71.129736
1047c456-2e13-4b2d-ad27-b5395517784a,9052 Ortiz River,Austin,TX,78736,426802,1,1.5,754,Condo,1963,5.2,Downtown Austin,active,58,,,400,Charming condo with 1.5 bathrooms in desirable Downtown Austin. Top-rated school district. Open floor plan with natural light. Private backyard and patio. Built in 1963.,https://picsum.photos/seed/3281fb46/800/600,30.209002,-97.735499
5beaf244-2392-4042-af83-802f5848d2b7,6001 Scott Passage,Austin,TX,78794,682346,5,4.0,2665,Multi-Family,1956,3.4,South Lamar,auction,80,2026-05-20,544657,150,"Beautiful multi-family in the heart of South Lamar, Austin. Open floor plan with natural light. Close to restaurants and shops. Private backyard and patio.",https://picsum.photos/seed/cf6c7d9d/800/600,30.299275,-97.710504
